	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c8	_c9	_c11	_c12	_c13	_c14	_c16	_c17
560	1717963	1717963	ertapenem	Drug	RxNorm	Ingredient	S	325642	1970-01-01	2099-12-31		325642	ENG	1500329	1500329	325642	RXNORM	IN	325642	ertapenem	N	4096.0
561	1119119	1119119	adalimumab	Drug	RxNorm	Ingredient	S	327361	1970-01-01	2099-12-31		327361	ENG	1503130	1503130	327361	RXNORM	IN	327361	adalimumab	N	4096.0
562	19036797	19036797	tolvaptan	Drug	RxNorm	Ingredient	S	358257	2009-05-31	2099-12-31		358257	ENG	2969476	2969476	358257	RXNORM	IN	358257	tolvaptan	N	4096.0
563	1736829	1736829	fosamprenavir	Drug	RxNorm	Ingredient	S	358262	1970-01-01	2099-12-31		358262	ENG	1560258	1560258	358262	RXNORM	IN	358262	fosamprenavir	N	4096.0
564	1336926	1336926	tadalafil	Drug	RxNorm	Ingredient	S	358263	1970-01-01	2099-12-31		358263	ENG	1560273	1560273	358263	RXNORM	IN	358263	tadalafil	N	4096.0
565	1337068	1337068	ambrisentan	Drug	RxNorm	Ingredient	S	358274	2007-07-29	2099-12-31		358274	ENG	2704741	2704741	358274	RXNORM	IN	358274	ambrisentan	N	4096.0
566	1548111	1548111	cinacalcet	Drug	RxNorm	Ingredient	S	407990	1970-01-01	2099-12-31		407990	ENG	2051363	2051363	407990	RXNORM	IN	407990	cinacalcet	N	4096.0
567	1756831	1756831	darunavir	Drug	RxNorm	Ingredient	S	460132	2006-11-19	2099-12-31		460132	ENG	2595306	2595306	460132	RXNORM	IN	460132	darunavir	N	4096.0
568	40170911	40170911	liraglutide	Drug	RxNorm	Ingredient	S	475968	2010-01-31	2099-12-31		475968	ENG	3052681	3052681	475968	RXNORM	IN	475968	liraglutide	N	4096.0
569	1363387	1363387	sorafenib	Drug	RxNorm	Ingredient	S	495881	2006-01-15	2099-12-31		495881	ENG	2360133	2360133	495881	RXNORM	IN	495881	sorafenib	N	4096.0
570	780442	780442	varenicline	Drug	RxNorm	Ingredient	S	591622	2006-07-09	2099-12-31		591622	ENG	2534050	2534050	591622	RXNORM	IN	591622	varenicline	N	4096.0
571	19080512	19080512	articaine	Drug	RxNorm	Ingredient	S	592464	2006-01-15	2099-12-31		592464	ENG	12252346	12252346	592464	RXNORM	IN	592464	articaine	N	4096.0
572	1381253	1381253	anagrelide	Drug	RxNorm	Ingredient	S	596724	2006-01-15	2099-12-31		596724	ENG	2360180	2360180	596724	RXNORM	IN	596724	anagrelide	N	4096.0
573	987366	987366	lubiprostone	Drug	RxNorm	Ingredient	S	623033	2006-05-14	2099-12-31		623033	ENG	2467170	2467170	623033	RXNORM	IN	623033	lubiprostone	N	4096.0
574	709567	709567	lisdexamfetamine	Drug	RxNorm	Ingredient	S	700810	2007-04-29	2099-12-31		700810	ENG	12254656	12254656	700810	RXNORM	IN	700810	lisdexamfetamine	N	4096.0
575	40167554	40167554	pazopanib	Drug	RxNorm	Ingredient	S	714438	2009-11-01	2099-12-31		714438	ENG	2999039	2999039	714438	RXNORM	IN	714438	pazopanib	N	4096.0
576	1712889	1712889	raltegravir	Drug	RxNorm	Ingredient	S	719872	2007-12-30	2099-12-31		719872	ENG	5461363	5461363	719872	RXNORM	IN	719872	raltegravir	N	4096.0
577	523365	523365	poliovirus vaccine inactivated, type 2 (MEF-1)	Drug	RxNorm	Ingredient	S	763098	2008-03-30	2099-12-31		763098	ENG	5026694	5026694	763098	RXNORM	IN	763098	poliovirus vaccine inactivated, type 2 (MEF-1)	N	4096.0
578	19026459	19026459	tapentadol	Drug	RxNorm	Ingredient	S	787390	2009-01-04	2099-12-31		787390	ENG	2932081	2932081	787390	RXNORM	IN	787390	tapentadol	N	4096.0
579	529076	529076	L1 protein, human papillomavirus type 11 vaccine	Drug	RxNorm	Ingredient	S	798262	2008-06-29	2099-12-31		798262	ENG	12250665	12250665	798262	RXNORM	IN	798262	L1 protein, human papillomavirus type 11 vaccine	N	4096.0
580	529116	529116	L1 protein, human papillomavirus type 6 vaccine	Drug	RxNorm	Ingredient	S	798268	2008-06-29	2099-12-31		798268	ENG	12252941	12252941	798268	RXNORM	IN	798268	L1 protein, human papillomavirus type 6 vaccine	N	4096.0
581	529660	529660	hepatitis A vaccine (inactivated) strain HM175	Drug	RxNorm	Ingredient	S	798361	2008-06-29	2099-12-31		798361	ENG	12254661	12254661	798361	RXNORM	IN	798361	hepatitis A vaccine (inactivated) strain HM175	N	4096.0
582	532272	532272	measles virus vaccine live, Enders' attenuated Edmonston strain	Drug	RxNorm	Ingredient	S	804179	2008-08-31	2099-12-31		804179	ENG	12251214	12251214	804179	RXNORM	IN	804179	measles virus vaccine live, Enders' attenuated Edmonston strain	N	4096.0
583	40161532	40161532	ustekinumab	Drug	RxNorm	Ingredient	S	847083	2009-07-05	2099-12-31		847083	ENG	3019793	3019793	847083	RXNORM	IN	847083	ustekinumab	N	4096.0
584	40222444	40222444	denosumab	Drug	RxNorm	Ingredient	S	993449	2010-07-04	2099-12-31		993449	ENG	3266638	3266638	993449	RXNORM	IN	993449	denosumab	N	4096.0
585	40239056	40239056	abiraterone	Drug	RxNorm	Ingredient	S	1100072	2011-06-05	2099-12-31		1100072	ENG	3638819	3638819	1100072	RXNORM	IN	1100072	abiraterone	N	4096.0
586	40238770	40238770	boceprevir	Drug	RxNorm	Ingredient	S	1102129	2011-06-05	2099-12-31		1102129	ENG	4217034	4217034	1102129	RXNORM	IN	1102129	boceprevir	N	
587	40239985	40239985	fidaxomicin	Drug	RxNorm	Ingredient	S	1111103	2011-07-03	2099-12-31		1111103	ENG	3717433	3717433	1111103	RXNORM	IN	1111103	fidaxomicin	N	4096.0
588	40239995	40239995	ezogabine	Drug	RxNorm	Ingredient	S	1112990	2011-07-03	2099-12-31		1112990	ENG	3722342	3722342	1112990	RXNORM	IN	1112990	ezogabine	N	
589	40240664	40240664	indacaterol	Drug	RxNorm	Ingredient	S	1114326	2011-07-31	2099-12-31		1114326	ENG	3744668	3744668	1114326	RXNORM	IN	1114326	indacaterol	N	4096.0
590	42709322	42709322	axitinib	Drug	RxNorm	Ingredient	S	1242999	2012-05-07	2099-12-31		1242999	ENG	4243095	4243095	1242999	RXNORM	IN	1242999	axitinib	N	4096.0
591	42801287	42801287	pertuzumab	Drug	RxNorm	Ingredient	S	1298944	2012-07-02	2099-12-31		1298944	ENG	4622518	4622518	1298944	RXNORM	IN	1298944	pertuzumab	N	4096.0
592	42898572	42898572	carbomer homopolymer type c	Drug	RxNorm	Ingredient	S	1305738	2012-10-01	2099-12-31		1305738	ENG	5461364	5461364	1305738	RXNORM	IN	1305738	carbomer homopolymer type c	N	4096.0
593	42899620	42899620	nutmeg oil	Drug	RxNorm	Ingredient	S	1309209	2012-10-01	2099-12-31		1309209	ENG	12254137	12254137	1309209	RXNORM	IN	1309209	nutmeg oil	N	4096.0
594	42898758	42898758	chamomile extract	Drug	RxNorm	Ingredient	S	1309226	2012-10-01	2099-12-31		1309226	ENG	12254700	12254700	1309226	RXNORM	IN	1309226	chamomile extract	N	4096.0
595	42898952	42898952	coconut oil	Drug	RxNorm	Ingredient	S	1309239	2012-10-01	2099-12-31		1309239	ENG	12251253	12251253	1309239	RXNORM	IN	1309239	coconut oil	N	4096.0
596	42900359	42900359	calcitonin	Drug	RxNorm	Ingredient	S	1311287	2012-10-01	2099-12-31		1311287	ENG	12254155	12254155	1311287	RXNORM	IN	1311287	calcitonin	N	
597	42900365	42900365	benzene	Drug	RxNorm	Ingredient	S	1311295	2012-10-01	2099-12-31		1311295	ENG	12253591	12253591	1311295	RXNORM	IN	1311295	benzene	N	
598	42898900	42898900	Coffea arabica fruit extract	Drug	RxNorm	Ingredient	S	1311529	2012-10-01	2099-12-31		1311529	ENG	4661818	4661818	1311529	RXNORM	IN	1311529	Coffea arabica fruit extract	N	
599	42903860	42903860	polyaminopropyl biguanide	Drug	RxNorm	Ingredient	S	1314381	2012-12-03	2099-12-31		1314381	ENG	5461337	5461337	1314381	RXNORM	IN	1314381	polyaminopropyl biguanide	N	4096.0
600	42903865	42903865	DL-lactic acid	Drug	RxNorm	Ingredient	S	1314409	2012-12-03	2099-12-31		1314409	ENG	12253049	12253049	1314409	RXNORM	IN	1314409	DL-lactic acid	N	4096.0
601	42904098	42904098	Phleum pratense top extract	Drug	RxNorm	Ingredient	S	1350211	2012-12-03	2099-12-31		1350211	ENG	5026724	5026724	1350211	RXNORM	IN	1350211	Phleum pratense top extract	N	4096.0
602	43012199	43012199	chloroform	Drug	RxNorm	Ingredient	S	1362698	2013-01-07	2099-12-31		1362698	ENG	12253065	12253065	1362698	RXNORM	IN	1362698	chloroform	N	4096.0
603	43013024	43013024	apixaban	Drug	RxNorm	Ingredient	S	1364430	2013-02-04	2099-12-31		1364430	ENG	5042886	5042886	1364430	RXNORM	IN	1364430	apixaban	N	4096.0
604	43012721	43012721	Haemophilus influenzae	Drug	RxNorm	Ingredient	S	1364467	2013-02-04	2099-12-31		1364467	ENG	5042928	5042928	1364467	RXNORM	IN	1364467	Haemophilus influenzae	N	
605	43013089	43013089	ethylhexylglycerin	Drug	RxNorm	Ingredient	S	1367134	2013-02-04	2099-12-31		1367134	ENG	5049343	5049343	1367134	RXNORM	IN	1367134	ethylhexylglycerin	N	4096.0
606	43013824	43013824	terpineol	Drug	RxNorm	Ingredient	S	1368180	2013-03-04	2099-12-31		1368180	ENG	12251910	12251910	1368180	RXNORM	IN	1368180	terpineol	N	4096.0
607	43014054	43014054	cinnamate	Drug	RxNorm	Ingredient	S	1368650	2013-03-04	2099-12-31		1368650	ENG	5068772	5068772	1368650	RXNORM	IN	1368650	cinnamate	N	
608	43013623	43013623	erythritol	Drug	RxNorm	Ingredient	S	1369563	2013-03-04	2099-12-31		1369563	ENG	12253686	12253686	1369563	RXNORM	IN	1369563	erythritol	N	4096.0
609	43531995	43531995	lactoferrin	Drug	RxNorm	Ingredient	S	1425933	2013-07-01	2099-12-31		1425933	ENG	12254841	12254841	1425933	RXNORM	IN	1425933	lactoferrin	N	
610	43532113	43532113	parathyroid hormone	Drug	RxNorm	Ingredient	S	1427222	2013-07-01	2099-12-31		1427222	ENG	12251431	12251431	1427222	RXNORM	IN	1427222	parathyroid hormone	N	4096.0
611	43560345	43560345	Vibrio cholerae	Drug	RxNorm	Ingredient	S	1432992	2013-09-03	2099-12-31		1432992	ENG	5486952	5486952	1432992	RXNORM	IN	1432992	Vibrio cholerae	N	
612	43560385	43560385	dolutegravir	Drug	RxNorm	Ingredient	S	1433868	2013-09-03	2099-12-31		1433868	ENG	5488661	5488661	1433868	RXNORM	IN	1433868	dolutegravir	N	4096.0
613	44785094	44785094	sofosbuvir	Drug	RxNorm	Ingredient	S	1484911	2014-01-06	2099-12-31		1484911	ENG	5933701	5933701	1484911	RXNORM	IN	1484911	sofosbuvir	N	4096.0
614	44785907	44785907	umeclidinium	Drug	RxNorm	Ingredient	S	1487514	2014-03-03	2099-12-31		1487514	ENG	5940805	5940805	1487514	RXNORM	IN	1487514	umeclidinium	N	4096.0
615	44785829	44785829	dapagliflozin	Drug	RxNorm	Ingredient	S	1488564	2014-03-03	2099-12-31		1488564	ENG	5942882	5942882	1488564	RXNORM	IN	1488564	dapagliflozin	N	4096.0
616	44814380	44814380	PPG-1-PEG-9 lauryl glycol ether	Drug	RxNorm	Ingredient	S	1489919	2014-04-07	2099-12-31		1489919	ENG	12253167	12253167	1489919	RXNORM	IN	1489919	PPG-1-PEG-9 lauryl glycol ether	N	4096.0
617	45774751	45774751	empagliflozin	Drug	RxNorm	Ingredient	S	1545653	2014-12-01	2099-12-31		1545653	ENG	6393920	6393920	1545653	RXNORM	IN	1545653	empagliflozin	N	4096.0
618	45775570	45775570	polystyrene sulfonate	Drug	RxNorm	Ingredient	S	1546437	2014-12-01	2099-12-31		1546437	ENG	6397638	6397638	1546437	RXNORM	IN	1546437	polystyrene sulfonate	N	
619	45775396	45775396	nintedanib	Drug	RxNorm	Ingredient	S	1592737	2014-12-01	2099-12-31		1592737	ENG	6800418	6800418	1592737	RXNORM	IN	1592737	nintedanib	N	4096.0
620	45892906	45892906	C1 esterase inhibitor	Drug	RxNorm	Ingredient	S	1599832	2015-03-02	2099-12-31		1599832	ENG	6824776	6824776	1599832	RXNORM	IN	1599832	C1 esterase inhibitor	N	4096.0
621	46221581	46221581	insulin isophane	Drug	RxNorm	Ingredient	S	1605101	2015-05-04	2099-12-31		1605101	ENG	11794205	11794205	1605101	RXNORM	IN	1605101	insulin isophane	N	4096.0
622	46287466	46287466	evolocumab	Drug	RxNorm	Ingredient	S	1665684	2015-10-05	2099-12-31		1665684	ENG	7268400	7268400	1665684	RXNORM	IN	1665684	evolocumab	N	4096.0
623	35604901	35604901	brivaracetam	Drug	RxNorm	Ingredient	S	1739745	2016-05-02	2099-12-31		1739745	ENG	12252028	12252028	1739745	RXNORM	IN	1739745	brivaracetam	N	4096.0
624	963858	963858	balsam peru oil	Drug	RxNorm	Ingredient	S	1998858	2018-04-02	2099-12-31		1998858	ENG	9721985	9721985	1998858	RXNORM	IN	1998858	balsam peru oil	N	
625	963889	963889	angiotensin II	Drug	RxNorm	Ingredient	S	1999003	2018-04-02	2099-12-31		1999003	ENG	9722179	9722179	1999003	RXNORM	IN	1999003	angiotensin II	N	4096.0
626	1511349	1511349	Senna pod	Drug	RxNorm	Ingredient	S	2166041	2019-05-06	2099-12-31		2166041	ENG	11794214	11794214	2166041	RXNORM	IN	2166041	Senna pod	N	
627	789800	789800	sodium lauryl phosphate	Drug	RxNorm	Ingredient	S	2167142	2019-06-03	2099-12-31		2167142	ENG	11414576	11414576	2167142	RXNORM	IN	2167142	sodium lauryl phosphate	N	4096.0
628	19016670	19016670	docosahexaenoate	Drug	RxNorm	Ingredient	S	73	2006-05-14	2099-12-31		73	ENG	12252051	12252051	73	RXNORM	IN	73	docosahexaenoate	N	4096.0
629	991382	991382	amiloride	Drug	RxNorm	Ingredient	S	644	1970-01-01	2099-12-31		644	ENG	12252674	12252674	644	RXNORM	IN	644	amiloride	N	4096.0
630	1105775	1105775	aminophylline	Drug	RxNorm	Ingredient	S	689	1970-01-01	2099-12-31		689	ENG	12253239	12253239	689	RXNORM	IN	689	aminophylline	N	4096.0
631	1436169	1436169	antithrombin III	Drug	RxNorm	Ingredient	S	1009	1970-01-01	2099-12-31		1009	ENG	12252061	12252061	1009	RXNORM	IN	1009	antithrombin III	N	4096.0
632	19011773	19011773	ascorbic acid	Drug	RxNorm	Ingredient	S	1151	1970-01-01	2099-12-31		1151	ENG	12250964	12250964	1151	RXNORM	IN	1151	ascorbic acid	N	4096.0
633	1112807	1112807	aspirin	Drug	RxNorm	Ingredient	S	1191	1970-01-01	2099-12-31		1191	ENG	12250966	12250966	1191	RXNORM	IN	1191	aspirin	N	4096.0
634	1314002	1314002	atenolol	Drug	RxNorm	Ingredient	S	1202	1970-01-01	2099-12-31		1202	ENG	12252063	12252063	1202	RXNORM	IN	1202	atenolol	N	4096.0
635	715233	715233	baclofen	Drug	RxNorm	Ingredient	S	1292	1970-01-01	2099-12-31		1292	ENG	12254393	12254393	1292	RXNORM	IN	1292	baclofen	N	4096.0
636	916460	916460	benzalkonium	Drug	RxNorm	Ingredient	S	1378	1970-01-01	2099-12-31		1378	ENG	12253250	12253250	1378	RXNORM	IN	1378	benzalkonium	N	4096.0
637	917006	917006	benzocaine	Drug	RxNorm	Ingredient	S	1399	1970-01-01	2099-12-31		1399	ENG	12252066	12252066	1399	RXNORM	IN	1399	benzocaine	N	4096.0
638	932745	932745	bumetanide	Drug	RxNorm	Ingredient	S	1808	1970-01-01	2099-12-31		1808	ENG	12253255	12253255	1808	RXNORM	IN	1808	bumetanide	N	4096.0
639	1133201	1133201	buprenorphine	Drug	RxNorm	Ingredient	S	1819	1970-01-01	2099-12-31		1819	ENG	12253256	12253256	1819	RXNORM	IN	1819	buprenorphine	N	4096.0
640	19033280	19033280	buserelin	Drug	RxNorm	Ingredient	S	1825	1970-01-01	2099-12-31		1825	ENG	12251544	12251544	1825	RXNORM	IN	1825	buserelin	N	4096.0
641	733301	733301	buspirone	Drug	RxNorm	Ingredient	S	1827	1970-01-01	2099-12-31		1827	ENG	12252073	12252073	1827	RXNORM	IN	1827	buspirone	N	4096.0
642	19018544	19018544	calcium	Drug	RxNorm	Ingredient	S	1895	1970-01-01	2099-12-31		1895	ENG	12250971	12250971	1895	RXNORM	IN	1895	calcium	N	4096.0
643	1774470	1774470	cefotaxime	Drug	RxNorm	Ingredient	S	2186	1970-01-01	2099-12-31		2186	ENG	12253264	12253264	2186	RXNORM	IN	2186	cefotaxime	N	4096.0
644	1786842	1786842	cephradine	Drug	RxNorm	Ingredient	S	2239	1970-01-01	2099-12-31		2239	ENG	12252690	12252690	2239	RXNORM	IN	2239	cephradine	N	
645	1390051	1390051	chlorambucil	Drug	RxNorm	Ingredient	S	2346	1970-01-01	2099-12-31		2346	ENG	12252692	12252692	2346	RXNORM	IN	2346	chlorambucil	N	4096.0
646	1792515	1792515	chloroquine	Drug	RxNorm	Ingredient	S	2393	1970-01-01	2099-12-31		2393	ENG	12252696	12252696	2393	RXNORM	IN	2393	chloroquine	N	4096.0
647	992590	992590	chlorothiazide	Drug	RxNorm	Ingredient	S	2396	1970-01-01	2099-12-31		2396	ENG	12253856	12253856	2396	RXNORM	IN	2396	chlorothiazide	N	4096.0
648	1192710	1192710	chlorpheniramine	Drug	RxNorm	Ingredient	S	2400	1970-01-01	2099-12-31		2400	ENG	12251551	12251551	2400	RXNORM	IN	2400	chlorpheniramine	N	4096.0
649	19095164	19095164	cholecalciferol	Drug	RxNorm	Ingredient	S	2418	1970-01-01	2099-12-31		2418	ENG	12254422	12254422	2418	RXNORM	IN	2418	cholecalciferol	N	4096.0
650	1797513	1797513	ciprofloxacin	Drug	RxNorm	Ingredient	S	2551	1970-01-01	2099-12-31		2551	ENG	12253859	12253859	2551	RXNORM	IN	2551	ciprofloxacin	N	4096.0
651	1197677	1197677	clemastine	Drug	RxNorm	Ingredient	S	2578	1970-01-01	2099-12-31		2578	ENG	12252699	12252699	2578	RXNORM	IN	2578	clemastine	N	4096.0
652	997881	997881	clindamycin	Drug	RxNorm	Ingredient	S	2582	1970-01-01	2099-12-31		2582	ENG	12253861	12253861	2582	RXNORM	IN	2582	clindamycin	N	4096.0
653	1598819	1598819	clomiphene	Drug	RxNorm	Ingredient	S	2596	1970-01-01	2099-12-31		2596	ENG	12250452	12250452	2596	RXNORM	IN	2596	clomiphene	N	4096.0
654	1398937	1398937	clonidine	Drug	RxNorm	Ingredient	S	2599	1970-01-01	2099-12-31		2599	ENG	12250453	12250453	2599	RXNORM	IN	2599	clonidine	N	4096.0
655	800878	800878	clozapine	Drug	RxNorm	Ingredient	S	2626	1970-01-01	2099-12-31		2626	ENG	12253272	12253272	2626	RXNORM	IN	2626	clozapine	N	4096.0
656	19008009	19008009	cosyntropin	Drug	RxNorm	Ingredient	S	2890	1970-01-01	2099-12-31		2890	ENG	12250986	12250986	2890	RXNORM	IN	2890	cosyntropin	N	4096.0
657	19010015	19010015	cyclopenthiazide	Drug	RxNorm	Ingredient	S	3000	1970-01-01	2099-12-31		3000	ENG	12253867	12253867	3000	RXNORM	IN	3000	cyclopenthiazide	N	
658	1710446	1710446	cycloserine	Drug	RxNorm	Ingredient	S	3007	1970-01-01	2099-12-31		3007	ENG	12254427	12254427	3007	RXNORM	IN	3007	cycloserine	N	4096.0
659	1511449	1511449	danazol	Drug	RxNorm	Ingredient	S	3102	1970-01-01	2099-12-31		3102	ENG	12250990	12250990	3102	RXNORM	IN	3102	danazol	N	4096.0
660	19011951	19011951	debrisoquin	Drug	RxNorm	Ingredient	S	3118	1970-01-01	2099-12-31		3118	ENG	12250992	12250992	3118	RXNORM	IN	3118	debrisoquin	N	
661	1714527	1714527	demeclocycline	Drug	RxNorm	Ingredient	S	3154	1970-01-01	2099-12-31		3154	ENG	12252703	12252703	3154	RXNORM	IN	3154	demeclocycline	N	4096.0
662	19022417	19022417	heroin	Drug	RxNorm	Ingredient	S	3304	1970-01-01	2099-12-31		3304	ENG	12252705	12252705	3304	RXNORM	IN	3304	heroin	N	
663	723013	723013	diazepam	Drug	RxNorm	Ingredient	S	3322	1970-01-01	2099-12-31		3322	ENG	12250461	12250461	3322	RXNORM	IN	3322	diazepam	N	4096.0
664	923840	923840	dibucaine	Drug	RxNorm	Ingredient	S	3339	1970-01-01	2099-12-31		3339	ENG	12254432	12254432	3339	RXNORM	IN	3339	dibucaine	N	4096.0
665	19091464	19091464	dichlorophen	Drug	RxNorm	Ingredient	S	3351	1970-01-01	2099-12-31		3351	ENG	12251563	12251563	3351	RXNORM	IN	3351	dichlorophen	N	
666	1124300	1124300	diclofenac	Drug	RxNorm	Ingredient	S	3355	1970-01-01	2099-12-31		3355	ENG	12252099	12252099	3355	RXNORM	IN	3355	diclofenac	N	4096.0
667	1724827	1724827	zalcitabine	Drug	RxNorm	Ingredient	S	3363	1970-01-01	2099-12-31		3363	ENG	12251564	12251564	3363	RXNORM	IN	3363	zalcitabine	N	
668	1525866	1525866	diethylstilbestrol	Drug	RxNorm	Ingredient	S	3390	1970-01-01	2099-12-31		3390	ENG	12250997	12250997	3390	RXNORM	IN	3390	diethylstilbestrol	N	4096.0
669	19026096	19026096	diflucortolone	Drug	RxNorm	Ingredient	S	3392	1970-01-01	2099-12-31		3392	ENG	12250462	12250462	3392	RXNORM	IN	3392	diflucortolone	N	
670	19026180	19026180	digitoxin	Drug	RxNorm	Ingredient	S	3403	1970-01-01	2099-12-31		3403	ENG	12250463	12250463	3403	RXNORM	IN	3403	digitoxin	N	
671	19028947	19028947	dimethindene	Drug	RxNorm	Ingredient	S	3449	1970-01-01	2099-12-31		3449	ENG	12252105	12252105	3449	RXNORM	IN	3449	dimethindene	N	
672	19037833	19037833	domperidone	Drug	RxNorm	Ingredient	S	3626	1970-01-01	2099-12-31		3626	ENG	12253881	12253881	3626	RXNORM	IN	3626	domperidone	N	
673	19037989	19037989	dothiepin	Drug	RxNorm	Ingredient	S	3634	1970-01-01	2099-12-31		3634	ENG	12253882	12253882	3634	RXNORM	IN	3634	dothiepin	N	
674	738156	738156	doxepin	Drug	RxNorm	Ingredient	S	3638	1970-01-01	2099-12-31		3638	ENG	12252711	12252711	3638	RXNORM	IN	3638	doxepin	N	4096.0
675	1738521	1738521	doxycycline	Drug	RxNorm	Ingredient	S	3640	1970-01-01	2099-12-31		3640	ENG	12250470	12250470	3640	RXNORM	IN	3640	doxycycline	N	4096.0
676	739323	739323	droperidol	Drug	RxNorm	Ingredient	S	3648	1970-01-01	2099-12-31		3648	ENG	12252713	12252713	3648	RXNORM	IN	3648	droperidol	N	4096.0
677	1353776	1353776	felodipine	Drug	RxNorm	Ingredient	S	4316	1970-01-01	2099-12-31		4316	ENG	12254445	12254445	4316	RXNORM	IN	4316	felodipine	N	4096.0
678	753860	753860	fenfluramine	Drug	RxNorm	Ingredient	S	4328	1970-01-01	2099-12-31		4328	ENG	12253295	12253295	4328	RXNORM	IN	4328	fenfluramine	N	4096.0
679	19053979	19053979	fenoterol	Drug	RxNorm	Ingredient	S	4333	1970-01-01	2099-12-31		4333	ENG	12253886	12253886	4333	RXNORM	IN	4333	fenoterol	N	
680	19110701	19110701	fish oils	Drug	RxNorm	Ingredient	S	4419	1970-01-01	2099-12-31		4419	ENG	12252723	12252723	4419	RXNORM	IN	4419	fish oils	N	4096.0
681	1354860	1354860	flecainide	Drug	RxNorm	Ingredient	S	4441	1970-01-01	2099-12-31		4441	ENG	12252724	12252724	4441	RXNORM	IN	4441	flecainide	N	4096.0
682	19055224	19055224	flunitrazepam	Drug	RxNorm	Ingredient	S	4460	1970-01-01	2099-12-31		4460	ENG	12252125	12252125	4460	RXNORM	IN	4460	flunitrazepam	N	
683	19055344	19055344	fluocortolone	Drug	RxNorm	Ingredient	S	4463	1970-01-01	2099-12-31		4463	ENG	12252127	12252127	4463	RXNORM	IN	4463	fluocortolone	N	
684	955632	955632	fluorouracil	Drug	RxNorm	Ingredient	S	4492	1970-01-01	2099-12-31		4492	ENG	12251008	12251008	4492	RXNORM	IN	4492	fluorouracil	N	4096.0
685	756018	756018	fluphenazine	Drug	RxNorm	Ingredient	S	4496	1970-01-01	2099-12-31		4496	ENG	12251009	12251009	4496	RXNORM	IN	4496	fluphenazine	N	4096.0
686	956266	956266	flurandrenolide	Drug	RxNorm	Ingredient	S	4500	1970-01-01	2099-12-31		4500	ENG	12250479	12250479	4500	RXNORM	IN	4500	flurandrenolide	N	4096.0
687	756349	756349	flurazepam	Drug	RxNorm	Ingredient	S	4501	1970-01-01	2099-12-31		4501	ENG	12253301	12253301	4501	RXNORM	IN	4501	flurazepam	N	4096.0
688	956653	956653	fosfomycin	Drug	RxNorm	Ingredient	S	4550	1970-01-01	2099-12-31		4550	ENG	12251010	12251010	4550	RXNORM	IN	4550	fosfomycin	N	4096.0
689	1560524	1560524	glucose	Drug	RxNorm	Ingredient	S	4850	1970-01-01	2099-12-31		4850	ENG	12252137	12252137	4850	RXNORM	IN	4850	glucose	N	4096.0
690	1361711	1361711	nitroglycerin	Drug	RxNorm	Ingredient	S	4917	1970-01-01	2099-12-31		4917	ENG	12254450	12254450	4917	RXNORM	IN	4917	nitroglycerin	N	4096.0
691	1763779	1763779	griseofulvin	Drug	RxNorm	Ingredient	S	5021	1970-01-01	2099-12-31		5021	ENG	12252140	12252140	5021	RXNORM	IN	5021	griseofulvin	N	4096.0
692	19063951	19063951	guaiacol	Drug	RxNorm	Ingredient	S	5031	1970-01-01	2099-12-31		5031	ENG	12251013	12251013	5031	RXNORM	IN	5031	guaiacol	N	4096.0
693	1768734	1768734	hexachlorophene	Drug	RxNorm	Ingredient	S	5293	1970-01-01	2099-12-31		5293	ENG	12254455	12254455	5293	RXNORM	IN	5293	hexachlorophene	N	4096.0
